BuildingID,BuildingType,YearBuilt,MonthlyElectricityConsumption_kWh,PeakUsageTime_Hour,RenewableCapacity_kWh,RenewableType,RenewableContributionPercentage,EnergySource,EnergyEfficiency_kWh_per_m2,WeatherData_Temperature_C,WeatherData_SolarIntensity_Hours,WeatherData_WindSpeed_km_h
B003549,Educational,,201.8,15,467.41,Geothermal,24.01,Mixed Sources,35.8,-16.19,0.11,86.93
B003550,Educational,,93.26,20,5549.22,Wind,,Electricity,30.68,40.17,3.82,110.65
B003551,Hospitality,2005.0,392.05,10,1643.86,Geothermal,,Electricity,12.67,7.63,5.6,112.31
B003552,Residential,,15.76,23,7046.45,Wind,56.85,Biomass,49.45,24.51,7.93,3.41
B003553,Sports,,479.58,13,538.1,Geothermal,37.74,Electricity,18.8,32.32,2.38,34.81
B003554,Residential,,25.52,6,5372.43,Biomass,20.33,Electricity,34.69,4.02,2.88,100.32
B003555,Residential,1997.0,34.5,15,7728.41,Wind,60.28,Electricity,32.44,-18.45,0.96,37.95
B003556,Residential,,90.91,5,11165.22,Wind,38.35,Electricity,31.07,12.3,4.74,45.74
B003557,Residential,1991.0,94.89,18,1679.18,Geothermal,23.18,Electricity,26.07,-5.54,9.6,95.16
B003558,Residential,,18.79,22,4753.22,Wind,30.76,Electricity,45.92,40.68,1.78,68.7
B003559,Commercial,,137.56,9,5185.19,Solar,68.58,Electricity,24.82,42.4,11.96,75.84
B003560,Residential,,50.46,7,879.71,Solar,85.32,Electricity,33.15,35.73,11.68,59.62
B003561,Retail,2001.0,239.95,8,2497.09,Geothermal,58.11,Electricity,22.12,0.24,8.45,10.98
B003562,Residential,,45.89,5,8649.52,Solar,71.94,Electricity,41.91,0.68,9.38,49.86
B003563,Healthcare,,81.3,4,2030.26,Geothermal,55.4,Electricity,20.79,27.94,4.84,10.79
B003564,Commercial,1994.0,146.83,16,4524.29,Geothermal,51.14,Electricity,37.79,13.1,1.13,114.68
B003565,Government,,545.63,0,4246.03,Geothermal,26.7,Biomass,26.86,14.48,11.34,117.44
B003566,Residential,,57.0,23,12277.35,Hydro,62.74,Electricity,40.04,29.81,5.04,62.96
B003567,Industrial,,253.69,1,14749.93,Hydro,43.06,Electricity,41.59,-17.85,6.17,45.18
B003568,Commercial,2018.0,189.39,3,6381.77,Solar,68.7,Electricity,49.05,12.59,11.67,44.8
B003569,Residential,,83.83,7,2791.31,Wind,49.82,Biomass,27.13,33.27,8.57,32.21
B003570,Residential,1923.0,16.68,17,8808.78,,,Electricity,48.05,35.49,7.3,39.15
B003571,Residential,1990.0,78.1,20,11530.08,Wind,83.33,Electricity,23.82,39.68,11.49,44.12
B003572,Commercial,,88.09,4,5857.47,Wind,36.73,Mixed Sources,46.73,21.54,7.65,
B003573,Agricultural,,275.52,17,8117.61,Solar,67.94,Electricity,12.08,11.88,1.92,16.82
B003574,Residential,2014.0,71.53,8,3743.07,Geothermal,,Electricity,20.45,22.26,3.07,92.16
B003575,Sports,,121.03,2,536.17,Solar,65.57,Electricity,24.89,24.92,9.16,70.58
B003576,Healthcare,,177.73,4,8829.73,Solar,86.55,Electricity,13.51,31.34,5.34,110.59
B003577,Educational,,28.89,1,3235.74,Geothermal,45.52,Biomass,35.15,30.99,6.79,28.76
B003578,Industrial,,563.7,19,6826.42,Solar,80.1,Electricity,11.9,-6.51,3.14,11.26
B003579,Healthcare,,90.99,10,3325.9,Solar,97.81,Electricity,21.49,34.39,4.4,104.77
B003580,Educational,,324.97,17,1292.14,Wind,42.05,Mixed Sources,30.98,38.86,3.05,67.03
B003581,Commercial,1985.0,82.97,5,8975.41,Hydro,52.91,Biomass,41.54,24.87,5.22,86.6
B003582,Residential,2015.0,125.32,21,0.0,Tidal,,Coal,15.88,-11.65,5.18,45.13
B003583,Healthcare,,18.75,19,18115.7,Hydro,46.29,Electricity,30.39,23.7,8.71,59.33
B003584,Healthcare,,42.87,3,783.28,Solar,70.16,Electricity,31.76,-17.38,7.77,
B003585,Educational,2008.0,257.16,0,2189.12,Solar,74.75,Electricity,23.52,17.3,5.66,84.24
B003586,Commercial,,580.26,22,8342.43,Solar,92.28,Biomass,24.54,15.9,9.0,43.17
B003587,Educational,,210.79,18,8153.81,Wind,,Biomass,49.34,34.12,9.58,37.4
B003588,Commercial,,202.38,1,4590.55,Geothermal,43.41,Biomass,46.99,-4.7,8.15,88.25
B003589,Residential,,54.3,1,5037.32,Wind,89.29,Electricity,19.52,31.48,6.7,93.02
B003590,Residential,1901.0,40.07,8,7374.77,Wind,42.88,Electricity,46.22,-12.34,8.49,59.85
B003591,Commercial,,310.17,5,272.4,Geothermal,44.64,Biomass,13.78,2.9,5.11,34.71
B003592,Commercial,,954.75,8,9005.48,Wind,42.51,Electricity,8.28,4.08,8.64,42.8
B003593,Educational,,201.42,16,3657.32,Biomass,17.81,Mixed Sources,17.77,9.48,5.47,42.75
B003594,Commercial,,158.55,16,19953.25,Hydro,66.64,Electricity,28.98,-10.08,5.17,6.58
B003595,Residential,,159.57,14,4360.38,Geothermal,55.47,Electricity,13.6,18.7,5.76,
B003596,Religious,,1919.65,13,14342.05,Hydro,63.57,Biomass,5.13,22.14,6.25,46.19
B003597,Residential,,52.23,5,4694.91,Solar,69.38,Electricity,34.17,22.59,10.3,25.83
B003598,Educational,,259.63,21,10033.12,Hydro,70.1,Electricity,17.62,25.44,1.49,0.15
B003599,Commercial,,198.85,3,6253.7,Biomass,24.04,Electricity,24.59,26.44,3.74,56.49
B003600,Educational,,1600.19,6,10884.54,Wind,64.22,Biomass,6.17,0.18,2.24,27.34
B003601,Residential,,46.68,2,1910.43,Wind,78.9,Electricity,49.86,1.39,1.62,54.16
B003602,Residential,,78.67,8,6957.75,Solar,76.65,Electricity,14.98,-5.57,6.5,71.5
B003603,Residential,,151.05,23,0.0,Tidal,0.0,Oil,19.34,2.35,9.28,64.65
B003604,Educational,,441.15,18,8587.7,Wind,47.26,Biomass,9.54,13.73,7.92,87.98
B003605,Residential,,67.81,13,2956.47,Solar,71.29,Electricity,34.14,-6.21,10.48,113.34
B003606,Residential,,67.18,21,619.07,Geothermal,52.17,Electricity,34.19,18.13,10.99,47.68
B003607,Agricultural,,100.37,11,1492.95,Solar,55.29,Electricity,30.6,-18.11,6.05,57.6
B003608,Residential,1985.0,30.26,17,8659.6,Wind,50.36,Electricity,24.16,4.8,6.93,64.14
B003609,Commercial,,38.58,11,12441.45,Wind,76.07,Electricity,36.94,-5.38,9.74,117.83
B003610,Residential,,110.43,19,6413.13,Solar,97.81,Biomass,25.28,-19.71,10.94,
B003611,Residential,,95.34,16,13935.49,Wind,60.8,Electricity,23.38,39.27,0.6,103.81
B003612,Commercial,,238.2,8,4345.08,Solar,53.75,Electricity,38.16,17.55,10.82,109.18
B003613,Industrial,,259.18,22,4054.74,Solar,97.79,Electricity,34.92,15.26,8.21,108.09
B003614,Hospitality,1939.0,160.89,10,12586.56,Hydro,56.29,Biomass,45.53,39.48,0.39,27.97
B003615,Agricultural,1986.0,152.96,10,798.03,Solar,,Electricity,19.06,37.72,1.59,60.6
B003616,Residential,2011.0,75.42,11,9677.13,Solar,58.61,Biomass,7.5,43.57,8.1,109.98
B003617,Healthcare,,54.05,5,7138.87,Hydro,63.44,Electricity,48.18,7.64,3.54,49.21
B003618,Residential,,149.4,22,14297.67,Wind,56.8,Mixed Sources,19.04,15.85,7.07,11.79
B003619,Hospitality,,86.5,8,848.76,Biomass,44.84,Electricity,28.96,4.49,7.1,69.23
B003620,Agricultural,,263.37,7,3646.36,Geothermal,40.41,Mixed Sources,40.61,38.99,11.04,71.7
B003621,Commercial,,84.71,15,6280.47,Wind,54.2,Biomass,34.64,7.9,7.98,87.85
B003622,Retail,,638.88,0,5089.46,Solar,,Electricity,13.34,-11.92,5.63,89.72
B003623,Sports,,809.31,19,1296.16,Wind,85.93,Biomass,9.51,3.15,3.59,69.09
B003624,Recreational,,644.74,19,6696.2,Wind,59.9,Electricity,22.58,-13.49,5.49,6.29
B003625,Residential,,43.29,11,2467.51,Wind,61.45,Electricity,19.46,35.72,11.56,82.47
B003626,Commercial,2001.0,175.41,20,2901.98,Solar,63.72,Electricity,24.17,-8.09,6.64,31.5
B003627,Educational,,282.05,2,8223.22,Solar,92.84,Mixed Sources,42.66,-16.49,8.19,52.62
B003628,Residential,,141.1,12,2068.91,Solar,,Electricity,7.48,15.45,10.1,65.34
B003629,Residential,,71.71,21,2145.64,Solar,88.1,Mixed Sources,19.63,11.79,11.36,50.79
B003630,Healthcare,,168.78,20,13563.77,Hydro,66.29,Electricity,12.84,38.66,10.03,87.82
B003631,Residential,,142.44,0,10865.6,Hydro,,Electricity,10.19,24.9,9.59,54.4
B003632,Commercial,,189.36,19,6822.22,Solar,95.94,Biomass,42.49,-9.8,0.9,73.43
B003633,Residential,,68.2,9,9675.04,Solar,50.37,Biomass,22.85,40.96,11.34,34.49
B003634,Commercial,,426.25,17,6594.78,Wind,36.63,Electricity,29.46,-17.0,6.43,19.32
B003635,Commercial,2008.0,154.0,6,1156.84,Geothermal,,Biomass,35.4,-14.18,4.16,65.53
B003636,Residential,,127.05,16,13286.89,Wind,32.46,Electricity,15.14,22.07,3.25,80.5
B003637,Residential,2018.0,54.4,10,5330.44,Hydro,72.54,Biomass,48.49,21.89,7.33,86.54
B003638,Healthcare,,136.97,10,1214.35,Solar,92.04,Electricity,16.7,-13.56,11.79,118.34
B003639,Industrial,,1057.35,20,3936.75,Geothermal,49.43,Electricity,9.16,-1.4,9.98,95.78
B003640,Commercial,2001.0,437.8,18,3116.56,,33.54,Mixed Sources,24.83,-10.34,7.21,37.73
B003641,Healthcare,,76.35,4,12208.08,Wind,44.7,Electricity,22.38,43.85,4.83,9.53
B003642,Commercial,,90.86,0,9101.72,Solar,64.23,Electricity,39.42,-18.34,2.32,13.62
B003643,Commercial,,111.85,18,11247.73,Wind,55.05,Mixed Sources,49.84,39.37,8.74,60.75
B003644,Educational,,135.62,23,4712.3,Geothermal,58.68,Electricity,40.05,-2.95,6.67,
B003645,Agricultural,,122.93,23,7398.04,Wind,42.01,Electricity,45.09,-6.98,5.9,48.26
B003646,Residential,,99.45,1,1605.61,Solar,67.92,Electricity,5.83,-9.4,5.17,84.21
B003647,Industrial,,1194.13,5,4031.27,Wind,37.97,Electricity,16.61,3.79,8.52,93.47
B003648,Hospitality,,28.7,18,1947.16,,84.45,Biomass,36.31,26.56,7.25,53.1
B003649,Residential,,21.1,6,4325.77,Solar,62.24,Electricity,31.67,9.07,4.41,61.2
B003650,Educational,2008.0,69.4,17,13442.34,Hydro,56.63,Biomass,32.14,-17.2,0.46,38.33
B003651,Industrial,,789.0,11,1554.42,Biomass,11.95,Electricity,17.98,40.16,5.51,5.7
B003652,Residential,,24.41,17,5343.49,Wind,80.32,Mixed Sources,46.38,39.45,5.76,66.32
B003653,Agricultural,,138.62,17,3535.81,,58.96,Electricity,37.33,-3.87,1.31,66.88
B003654,Residential,1980.0,140.52,17,6412.4,Biomass,15.29,Electricity,10.15,30.02,9.33,110.37
B003655,Residential,,88.15,20,1779.56,Solar,75.5,Electricity,27.72,16.28,8.63,113.79
B003656,Educational,,188.73,21,11102.92,Hydro,75.75,Electricity,32.66,-8.4,3.32,12.19
B003657,Healthcare,,77.42,19,15306.93,Hydro,53.51,Electricity,19.49,31.18,10.33,24.83
B003658,Residential,,69.1,13,1935.03,Solar,58.47,Electricity,35.71,24.46,1.94,86.6
B003659,Commercial,1989.0,1211.24,17,17992.77,Hydro,77.36,Electricity,9.68,-19.57,6.62,73.46
B003660,Religious,,1111.41,3,927.7,Solar,64.73,Electricity,12.68,23.01,4.67,21.8
B003661,Healthcare,1993.0,22.16,8,5866.81,Solar,74.8,Biomass,43.18,-1.52,4.26,9.02
B003662,Industrial,,326.51,14,8290.98,Hydro,73.07,Electricity,36.38,37.73,3.1,52.04
B003663,Residential,2000.0,60.63,0,17257.2,Hydro,67.16,Mixed Sources,20.45,-11.18,2.22,101.97
B003664,Hospitality,,97.17,0,7144.07,Wind,82.89,Electricity,45.03,33.61,8.19,50.17
B003665,Residential,,22.57,11,7108.92,Solar,96.15,Mixed Sources,26.5,29.1,11.15,91.13
B003666,Industrial,,526.35,23,3809.82,,76.57,Biomass,38.32,19.5,1.34,108.03
B003667,Commercial,,188.11,14,4467.71,Hydro,67.5,Biomass,33.89,35.13,4.84,106.26
B003668,Residential,,191.05,12,15517.39,,45.2,Biomass,8.02,-13.92,1.13,84.06
B003669,Healthcare,,32.79,20,5908.04,,42.64,Electricity,34.7,10.41,0.08,71.69
B003670,Residential,2016.0,16.07,0,4382.69,Solar,93.93,Biomass,41.54,-0.71,7.13,52.68
B003671,Commercial,,50.66,2,13039.6,Wind,35.42,Electricity,20.45,3.25,2.55,92.69
B003672,Healthcare,,338.86,4,5796.47,Biomass,22.18,Electricity,7.18,6.11,9.1,101.61
B003673,Commercial,,214.42,17,940.43,Solar,83.92,Mixed Sources,7.55,35.95,10.09,107.3
B003674,Residential,,32.24,1,2616.06,Geothermal,54.4,Mixed Sources,38.26,19.67,10.08,37.99
B003675,Commercial,,85.84,6,8203.34,Wind,73.61,Biomass,34.21,13.7,10.15,19.1
B003676,Residential,,274.5,12,9628.44,Solar,92.37,Electricity,7.81,43.85,9.35,115.13
B003677,Residential,,71.73,0,2057.08,Geothermal,49.35,Biomass,23.4,11.01,9.19,25.18
B003678,Commercial,,302.39,8,14773.21,Wind,85.97,Electricity,37.81,-9.3,6.14,59.57
B003679,Residential,,265.38,15,4959.45,Solar,,Electricity,9.05,-13.88,9.81,74.16
B003680,Residential,1999.0,32.79,22,1778.95,Wind,58.62,Electricity,34.29,44.07,6.91,83.22
B003681,Government,,604.18,5,13037.04,Wind,32.3,Electricity,7.65,34.21,4.39,5.64
B003682,Residential,,182.79,14,7069.74,Wind,,Electricity,10.2,33.46,5.56,35.72
B003683,Commercial,,109.48,0,12115.25,Wind,,Electricity,38.17,-6.2,0.12,17.21
B003684,Residential,1992.0,24.96,15,4572.83,Solar,59.13,Electricity,40.23,17.75,7.85,30.64
B003685,Healthcare,,65.06,10,2055.24,Hydro,46.03,Electricity,34.19,43.41,2.86,71.45
B003686,Hospitality,2001.0,248.15,12,2222.22,Solar,98.7,Electricity,20.81,4.25,0.3,117.47
B003687,Industrial,,1083.38,4,9126.18,Solar,82.9,Electricity,18.77,3.12,0.41,110.2
B003688,Commercial,,503.21,14,19483.65,Hydro,51.85,Electricity,29.24,-13.15,9.78,46.47
B003689,Hospitality,2006.0,326.96,3,6943.77,Wind,52.44,Electricity,45.25,3.27,8.95,4.55
B003690,Industrial,,1097.06,6,10353.34,Wind,86.15,Electricity,14.31,8.38,10.39,47.36
B003691,Residential,,74.25,3,2129.82,Wind,37.97,Biomass,30.4,34.15,8.91,15.47
B003692,Government,,406.95,15,11027.44,Wind,88.94,Electricity,35.31,31.94,9.33,111.63
B003693,Hospitality,,20.95,13,9081.85,Wind,83.29,Electricity,48.09,-6.05,1.8,18.23
B003694,Retail,,59.03,22,9069.65,Solar,95.52,Electricity,33.15,23.83,4.09,88.55
B003695,Residential,,338.05,19,2365.6,Geothermal,38.85,Electricity,7.86,1.04,4.96,87.59
B003696,Commercial,,332.79,13,9712.65,,38.4,Mixed Sources,32.0,13.99,5.48,69.58
B003697,Industrial,,224.17,23,1525.68,Solar,97.75,Mixed Sources,33.56,28.22,9.17,73.2
B003698,Educational,,143.6,8,5213.58,Hydro,,Biomass,12.99,-17.77,7.51,38.79
B003699,Industrial,2007.0,365.28,8,2473.41,Geothermal,,Electricity,46.15,12.81,0.55,83.92
B003700,Agricultural,,160.65,10,4276.99,Hydro,75.06,Electricity,44.13,-1.04,11.7,43.44
B003701,Residential,,33.47,0,7452.56,Solar,59.35,Biomass,45.45,-6.22,1.3,58.79
B003702,Residential,2011.0,47.78,16,5193.86,Solar,56.37,Biomass,27.78,4.0,9.74,55.0
B003703,Industrial,,582.93,23,8960.66,Wind,52.54,Electricity,26.39,9.11,7.49,18.26
B003704,Residential,,50.4,17,11324.71,Hydro,65.31,Electricity,37.19,6.28,2.45,53.34
B003705,Commercial,,36.96,23,12144.23,Hydro,76.01,Electricity,47.46,36.12,6.46,46.38
B003706,Healthcare,,194.59,21,11558.74,Wind,76.45,Electricity,10.77,-7.62,6.97,61.05
B003707,Religious,1961.0,329.29,10,7668.32,Solar,97.73,Electricity,23.02,2.63,2.37,49.44
B003708,Sports,1958.0,735.95,3,4303.16,Solar,,Electricity,12.6,0.15,1.22,16.5
B003709,Religious,,132.03,23,993.74,Solar,66.16,Electricity,29.79,22.76,5.37,8.68
B003710,Commercial,,221.0,4,8051.35,Hydro,62.1,Mixed Sources,16.54,27.88,4.66,0.29
B003711,Healthcare,,37.46,4,4507.71,Geothermal,53.14,Electricity,28.45,-15.63,1.13,94.54
B003712,Residential,,46.96,22,6985.54,Solar,65.86,Electricity,23.26,37.49,1.2,103.29
B003713,Hospitality,,1079.24,9,3159.58,Geothermal,32.58,Electricity,5.59,-2.22,9.1,99.4
B003714,Residential,,116.46,11,11017.62,Wind,62.47,Electricity,17.39,10.16,2.01,84.29
B003715,Residential,,74.46,20,13252.7,Wind,67.43,Electricity,29.15,33.64,7.61,2.71
B003716,Government,,348.9,22,12594.18,Wind,50.62,Biomass,34.66,-2.19,10.25,69.65
B003717,Religious,,484.93,1,1884.65,Solar,,Electricity,18.86,-3.55,8.94,45.83
B003718,Residential,,29.23,23,2332.63,Biomass,15.67,Biomass,42.88,27.48,5.17,113.88
B003719,Residential,,40.64,11,7297.22,Solar,62.86,Electricity,40.48,33.41,8.36,79.6
B003720,Residential,,34.68,17,12541.42,Hydro,57.86,Mixed Sources,39.67,-1.27,7.48,12.48
B003721,Industrial,,868.49,14,10802.36,Hydro,51.04,Biomass,16.54,24.44,1.22,5.96
B003722,Residential,,24.52,10,6951.69,,45.52,Electricity,47.1,11.23,7.18,102.0
B003723,Industrial,,2749.77,7,3584.74,Biomass,32.04,Electricity,8.81,-19.94,9.98,53.3
B003724,Industrial,2009.0,1122.06,1,2089.68,Hydro,65.52,Electricity,14.15,21.39,3.55,119.01
B003725,Government,,130.38,11,5264.56,,91.62,Electricity,23.03,-9.29,5.49,62.3
B003726,Residential,,99.88,23,370.66,Geothermal,54.05,Electricity,15.73,2.01,8.12,118.43
B003727,Residential,,24.38,18,4692.55,Geothermal,49.84,Biomass,45.29,7.65,3.49,75.38
B003728,Commercial,,351.34,14,12673.0,Wind,85.98,Electricity,42.13,-17.6,6.47,2.83
B003729,Residential,1926.0,41.55,11,7047.12,Wind,44.81,Electricity,18.5,1.14,4.19,21.89
B003730,Industrial,,859.34,7,16341.14,Hydro,59.46,Electricity,27.49,-14.87,3.7,23.75
B003731,Agricultural,1914.0,115.28,14,4106.63,Solar,86.67,Electricity,20.42,10.01,0.8,9.64
B003732,Retail,,149.37,2,2196.07,Solar,88.02,Mixed Sources,25.41,2.81,6.21,116.47
B003733,Educational,,153.18,22,7469.44,Wind,86.63,Biomass,26.98,37.27,4.79,48.63
B003734,Industrial,,130.7,6,8074.09,Solar,57.38,Electricity,40.57,-2.19,8.42,
B003735,Residential,,178.03,8,9017.53,Solar,96.11,Electricity,7.73,5.71,9.3,116.26
B003736,Commercial,1974.0,216.37,1,3619.31,Solar,54.15,Electricity,45.37,19.9,10.34,108.9
B003737,Residential,,134.13,2,9304.39,Wind,35.31,Biomass,13.15,25.67,3.58,7.09
B003738,Commercial,,409.79,19,6418.46,Solar,60.8,Electricity,23.45,-17.16,10.99,56.42
B003739,Residential,1972.0,47.52,18,6894.04,Biomass,48.08,Electricity,19.41,6.16,10.97,15.27
B003740,Commercial,,196.76,14,5570.9,Solar,97.16,Electricity,39.52,-14.25,9.99,14.45
B003741,Commercial,1940.0,925.75,12,16637.81,Hydro,41.15,Electricity,13.18,20.18,0.21,48.07
B003742,Residential,,89.22,1,11125.14,Wind,64.47,Electricity,29.19,33.52,7.1,17.96
B003743,Educational,,388.58,5,10080.36,Wind,47.39,Electricity,34.52,-1.22,2.41,10.56
B003744,Residential,1996.0,32.37,21,1276.75,Solar,81.52,Electricity,18.43,43.36,2.34,79.55
B003745,Commercial,,1055.63,16,11086.05,Hydro,69.82,Electricity,12.49,41.19,8.1,26.0
B003746,Residential,2011.0,44.32,0,2328.73,Geothermal,,Electricity,48.48,39.31,5.62,93.95
B003747,Industrial,2012.0,573.74,16,10678.18,Hydro,57.69,Biomass,36.59,-13.76,1.88,5.19
B003748,Residential,,46.03,19,2905.59,Wind,73.57,Biomass,33.59,2.27,9.62,43.43
B003749,Residential,,59.77,1,1450.33,Wind,33.35,Electricity,46.51,25.79,3.87,28.78
B003750,Recreational,,347.9,4,4810.08,Solar,58.59,Electricity,40.37,2.96,0.01,97.92
B003751,Commercial,,550.04,12,2864.73,Geothermal,26.32,Electricity,18.01,44.04,1.61,68.84
B003752,Commercial,,234.72,10,5007.97,Hydro,56.3,Electricity,20.6,13.58,3.01,51.53
B003753,Commercial,1991.0,311.65,17,7255.78,Wind,36.81,Biomass,31.95,-17.8,1.18,37.71
B003754,Sports,,56.2,18,11852.97,Hydro,66.55,Biomass,45.77,27.84,9.05,45.6
B003755,Residential,,44.35,17,684.78,Solar,61.13,Biomass,16.06,43.8,1.91,1.83
B003756,Residential,1981.0,48.12,21,2670.61,Solar,56.03,Biomass,49.69,34.21,2.96,103.67
B003757,Commercial,,118.38,17,6058.24,Solar,96.65,Electricity,36.25,4.15,3.05,26.93
B003758,Agricultural,,239.71,1,3001.45,Hydro,,Electricity,31.56,31.49,4.28,2.82
B003759,Residential,,83.21,12,13979.92,Wind,83.48,Electricity,28.18,44.32,5.78,59.35
B003760,Healthcare,,53.6,3,11558.1,Wind,58.73,Biomass,14.79,20.09,9.06,55.22
B003761,Hospitality,,290.93,23,9595.48,Solar,88.92,Electricity,25.95,-4.36,5.43,55.46
B003762,Commercial,,234.29,10,2413.42,Hydro,65.32,Electricity,40.83,-4.79,7.1,101.78
B003763,Residential,,64.9,17,13378.16,Wind,43.63,Mixed Sources,25.09,30.25,11.59,58.1
B003764,Agricultural,2001.0,260.6,21,8880.82,,82.32,Mixed Sources,39.46,8.65,6.44,72.3
B003765,Residential,,52.49,0,5701.49,Solar,74.45,Electricity,25.42,-13.04,1.92,56.76
B003766,Residential,,156.6,7,4545.81,Wind,79.35,Biomass,14.06,41.35,10.17,96.97
B003767,Hospitality,,1316.23,17,8248.39,Hydro,67.89,Electricity,9.96,12.46,7.31,59.96
B003768,Religious,,194.0,1,3996.74,Geothermal,56.61,Biomass,46.75,34.33,3.75,63.16
B003769,Residential,,74.73,6,1811.57,Solar,,Electricity,27.9,38.28,8.58,74.28
B003770,Commercial,,239.64,7,2012.51,Wind,56.0,Biomass,42.25,-4.31,7.81,113.48
B003771,Residential,2022.0,202.33,19,2170.57,Hydro,,Biomass,6.6,-13.65,9.48,41.52
B003772,Commercial,,1326.4,14,11954.35,,74.81,Electricity,6.5,28.93,7.64,85.09
B003773,Government,,147.05,4,9178.35,Solar,66.1,Mixed Sources,48.77,39.51,10.74,99.0
B003774,Agricultural,,55.04,9,3894.7,Wind,82.12,Biomass,23.28,30.99,9.2,38.76
B003775,Industrial,,410.02,13,6483.31,Solar,93.69,Biomass,40.67,-0.51,1.19,5.05
B003776,Educational,,42.18,10,17029.6,Hydro,74.11,Mixed Sources,47.79,-3.85,4.97,33.7
B003777,Residential,,241.56,8,18776.29,Hydro,72.62,Mixed Sources,11.4,-0.18,8.84,14.22
B003778,Commercial,,313.4,17,7070.0,Wind,34.36,Electricity,20.49,-6.28,7.53,119.09
B003779,Industrial,,340.69,14,3552.38,Solar,90.92,Electricity,39.43,38.06,7.43,10.78
B003780,Retail,,288.05,23,7153.72,Wind,59.17,Biomass,30.3,-2.06,3.77,39.11
B003781,Residential,,63.94,9,15085.39,Hydro,63.38,Electricity,19.25,16.87,8.09,36.7
B003782,Healthcare,1993.0,17.12,11,12789.77,Wind,73.67,Electricity,35.45,-7.33,6.7,54.61
B003783,Healthcare,2014.0,19.71,17,8788.79,Solar,68.9,Electricity,40.6,27.23,5.72,109.79
B003784,Residential,,39.3,3,11838.52,Wind,89.78,Mixed Sources,32.11,-8.66,1.03,9.53
B003785,Residential,1995.0,11.74,9,8819.21,Solar,60.65,Electricity,49.81,9.87,6.25,58.4
B003786,Educational,,222.86,15,5380.95,Solar,98.15,Electricity,20.19,-13.02,11.9,
B003787,Residential,,100.62,8,831.26,Geothermal,40.82,Electricity,16.6,36.68,1.17,28.88
B003788,Government,,259.65,23,9974.81,Wind,58.35,Mixed Sources,42.69,20.72,6.06,94.07
B003789,Residential,,17.26,3,1262.12,Biomass,47.72,Electricity,48.13,-11.73,1.37,8.57
B003790,Residential,,29.51,6,3917.19,Wind,35.46,Biomass,43.87,6.23,3.68,11.65
B003791,Educational,1982.0,1144.96,15,2627.97,Solar,60.1,Electricity,10.67,37.45,9.46,33.5
B003792,Commercial,,121.11,21,10618.05,Wind,66.83,Mixed Sources,45.62,24.23,9.77,53.24
B003793,Commercial,,236.26,16,6131.69,Solar,51.58,Electricity,33.4,25.36,7.69,75.43
B003794,Recreational,,66.47,10,1661.39,Solar,69.12,Biomass,36.93,-18.05,5.82,46.63
B003795,Residential,,74.41,20,3211.06,Wind,56.2,Mixed Sources,25.13,-2.16,6.63,109.56
B003796,Residential,,154.96,15,5279.95,Solar,64.55,Mixed Sources,13.15,19.33,5.92,22.0
B003797,Residential,1996.0,49.23,1,11956.04,Wind,81.82,Electricity,48.88,-10.86,11.48,42.96
B003798,Residential,,95.22,16,14106.57,Hydro,68.55,Biomass,28.51,22.98,8.21,76.32
B003799,Residential,,225.64,16,3612.81,Geothermal,23.48,Mixed Sources,7.37,40.34,11.09,21.13
B003800,Government,,187.52,13,677.45,Biomass,16.79,Biomass,48.56,-17.5,4.65,69.84
B003801,Residential,1948.0,190.03,21,8161.85,Wind,51.72,Biomass,14.68,14.43,7.77,89.69
B003802,Industrial,,1705.78,7,15708.22,Hydro,44.4,Electricity,11.43,16.1,5.72,31.76
B003803,Retail,2015.0,909.28,8,7501.99,Solar,64.93,Electricity,14.33,7.36,0.97,61.74
B003804,Healthcare,,163.17,15,284.52,Geothermal,50.76,Biomass,15.59,7.64,3.68,80.66
B003805,Commercial,,217.23,22,11305.63,Wind,66.89,Electricity,36.87,17.3,0.18,85.02
B003806,Industrial,1991.0,912.3,20,5709.25,Solar,63.87,Electricity,10.02,43.66,5.22,38.06
B003807,Agricultural,,394.08,2,10695.93,Wind,63.01,Electricity,30.64,41.92,4.53,63.89
B003808,Residential,,17.83,9,1963.2,Wind,69.84,Biomass,34.2,15.39,11.95,65.74
B003809,Retail,2007.0,1687.11,23,9740.29,Solar,54.64,Electricity,6.95,33.5,9.99,115.04
B003810,Residential,,33.94,3,7784.68,Wind,33.36,Mixed Sources,48.04,0.88,1.33,16.54
B003811,Healthcare,,38.43,20,4677.89,Wind,41.29,Electricity,39.65,2.95,11.41,106.95
B003812,Religious,,390.62,23,4065.94,Solar,77.99,Electricity,25.64,-12.47,2.06,7.69
B003813,Hospitality,,115.23,5,10645.17,Hydro,79.78,Mixed Sources,49.36,-11.62,6.89,59.74
B003814,Industrial,,1179.36,12,13825.47,Wind,,Biomass,20.05,1.78,3.52,53.03
B003815,Educational,,113.55,21,8795.22,Solar,81.43,Electricity,22.2,32.57,4.35,96.43
B003816,Residential,,253.65,23,6034.72,Wind,86.36,Biomass,8.93,25.51,3.32,10.98
B003817,Commercial,1996.0,470.18,11,6118.58,Solar,66.38,Electricity,21.72,1.75,7.03,41.65
B003818,Residential,,57.76,10,0.0,Tidal,0.0,Mixed Sources,32.26,-18.16,9.82,9.6
