SensorID,SensorLocation,Pollutant_PM2.5_µg/m³,Pollutant_PM10_µg/m³,Pollutant_O3_ppb,Pollutant_NO2_ppb,Pollutant_CO_ppm,Pollutant_SO2_ppb,UrbanVegetationArea_m2,Humidity_%,AirTemperature_C,EnergySavingTechnology,AnnualEnergySavings_%,PopulationDensity_people/km²,RetrofitData,RenewableEnergyPercentage_%,AnnualEnergyConsumption_kWh,GreenSpaceIndex_%,HistoricPollutantLevels,Country,AQI_Index
S004425,Urban,175.08,168.86,53.66,37.39,49.64,94.39,703.26,82.55,20.29,Solar Panels,24.85,4125.04,Yes,29.27,23222.68,11.1,71.46,Turkmenistan,125.28
S004426,Urban,22.3,288.6,79.85,32.08,17.12,57.63,1986.77,80.21,1.13,Solar Panels,29.99,3924.94,No,14.58,11784.01,35.26,201.74,Singapore,86.42
S004427,Urban,205.5,286.99,97.78,98.23,39.69,64.66,549.47,48.760000000000005,7.6,Solar Panels,26.66,,Yes,47.92,9809.09,13.96,53.41,India,171.29
S004428,Rural,79.305,179.30399999999997,119.95899999999999,31.215,24.845,13.091999999999999,,59.25,0.12,LED Lighting,24.65,90.56,No,39.8,15666.27,22.31,65.66,Cambodia,91.84
S004429,Industrial Area,27.72,222.18,61.76,145.13,41.58,29.14,886.2,46.75,27.67,Efficient HVAC,20.86,589.35,No,21.48,12146.35,45.6,83.21,Azerbaijan,84.92
S004430,Rural,24.2,10.0,28.343,26.645,7.325,14.940000000000001,8548.44,49.62,11.57,Solar Panels,11.15,,Yes,18.63,34613.29,9.67,256.62,Indonesia,20.08
S004431,Urban,117.45,246.48,75.8,108.45,3.3,2.79,1379.98,50.71,21.93,Efficient HVAC,24.67,4688.51,Yes,41.7,25227.7,55.9,85.76,Bhutan,118.96
S004432,Urban,208.74,32.27,13.11,109.66,40.01,56.54,,72.55,0.83,Efficient HVAC,24.2,,No,31.6,13822.91,57.79,251.09,Pakistan,109.71
S004433,Industrial Area,7.01,38.9,196.79,41.28,25.47,29.67,1296.49,46.42,33.67,Solar Panels,12.72,1312.87,Yes,14.36,24600.13,30.31,298.3,Bhutan,48.26
S004434,Rural,89.605,186.114,10.0,74.945,23.17,38.876000000000005,6770.33,40.02,15.37,Solar Panels,38.92,172.69,No,49.35,18042.48,13.74,293.1,Nepal,86.32
S004435,Industrial Area,163.36,312.62,139.35,118.57,5.63,21.14,666.39,58.71,5.16,Efficient HVAC,36.86,,No,43.56,39754.84,14.01,105.81,China,162.25
S004436,Industrial Area,169.56,189.57,131.58,16.34,0.67,61.97,1010.88,67.41,29.8,LED Lighting,13.91,1068.98,No,28.07,31444.78,54.93,267.92,Afghanistan,130.27
S004437,Rural,20.525,51.558,120.34399999999998,24.695,14.055,23.504,6986.6,41.98,-8.15,Solar Panels,26.0,175.29,Yes,47.04,27288.04,45.46,169.0,Bhutan,41.62
S004438,Urban,120.81,113.63,184.91,66.01,26.23,11.27,2462.78,49.36,3.01,Efficient HVAC,12.17,1616.82,No,14.88,18646.14,37.7,120.93,Malaysia,108.57
S004439,Industrial Area,203.12,297.27,173.66,147.25,39.81,79.43,1024.17,65.78,36.88,,8.66,1363.71,Yes,4.96,34888.01,7.1,60.37,Thailand,189.43
S004440,Industrial Area,240.91,260.12,143.77,131.91,24.57,93.85,1391.84,51.7,2.8,,13.46,1886.47,Yes,8.9,8416.16,25.72,136.01,Timor-Leste,190.29
S004441,Urban,62.21,140.07,22.59,102.86,8.3,75.72,2394.42,46.46,13.73,Efficient HVAC,14.36,2589.7,Yes,21.89,23492.76,12.78,120.72,Pakistan,71.19
S004442,Rural,115.705,162.12599999999998,87.654,9.65,6.025,25.704000000000004,5363.48,76.08,5.01,Efficient HVAC,28.87,262.09,No,33.33,18387.34,55.59,121.48,Maldives,94.71
S004443,Industrial Area,32.4,173.05,51.32,113.03,2.75,29.23,1162.49,52.85,-6.57,Solar Panels,6.73,1525.9,No,8.05,46000.24,48.72,79.24,Malaysia,68.31
S004444,Urban,38.36,83.33,64.68,113.23,45.88,62.97,981.76,31.78,13.39,,29.85,4526.32,Yes,,11556.26,8.44,117.62,Malaysia,60.77
S004445,Rural,116.375,14.634,106.31599999999999,7.155,7.955,28.888,9696.08,72.36,0.61,Efficient HVAC,16.64,270.72,Yes,17.94,6611.35,39.93,191.59,Uzbekistan,68.38
S004446,Urban,152.34,225.96,19.87,34.8,36.84,79.74,2395.81,57.68,27.11,LED Lighting,22.71,3952.57,No,25.77,37957.27,45.57,159.4,Georgia,120.26
S004447,Industrial Area,234.39,230.28,87.63,17.68,8.41,32.27,1010.3,64.65,15.8,Insulation,32.93,989.4,No,39.77,22568.35,19.03,185.53,Yemen,157.18
S004448,Urban,227.54,144.83,92.85,82.08,22.02,69.05,2524.54,57.160000000000004,8.46,LED Lighting,13.96,,No,6.92,40350.46,35.23,208.32,Vietnam,147.77
S004449,Industrial Area,87.31,90.4,189.64,104.97,10.42,31.56,1014.92,45.22,24.58,Solar Panels,12.93,1543.62,No,3.28,48426.39,20.92,82.83,Brunei,94.57
S004450,Rural,22.42,169.76999999999998,29.070999999999998,5.0,1.455,5.572,5775.62,35.55,15.4,Efficient HVAC,23.54,163.91,No,28.92,38620.73,7.3,145.02,Afghanistan,48.21
S004451,Suburban,232.76,78.86,46.91,9.63,45.43,53.29,5960.37,64.16,9.97,Solar Panels,6.74,907.37,Yes,,26080.48,37.83,153.71,Singapore,124.08
S004452,Industrial Area,148.31,340.06,120.88,37.96,48.58,76.56,675.95,74.36,24.45,LED Lighting,17.5,1532.05,No,17.74,38567.84,39.62,114.97,Bangladesh,157.95
S004453,Urban,200.31,26.77,44.99,16.79,19.17,57.94,1399.96,64.2,30.42,Efficient HVAC,27.12,,Yes,23.86,42444.26,7.06,150.46,Thailand,98.72
S004454,Rural,91.425,33.492,22.281,34.39,9.865,32.508,8104.31,71.52,13.31,Efficient HVAC,26.83,73.33,No,13.76,16079.87,16.86,298.77,Brunei,52.66
S004455,Industrial Area,99.54,131.25,97.4,91.49,17.63,20.02,623.33,65.73,25.62,,37.87,,No,30.45,28581.48,25.95,253.23,Afghanistan,92.59
S004456,Urban,24.31,146.29,127.96,129.62,47.91,43.74,1039.56,30.3,0.72,Efficient HVAC,26.12,3819.18,Yes,33.75,34902.19,32.84,154.05,Japan,78.12
S004457,Rural,111.1,29.592,66.563,18.8,22.515,20.636000000000003,9493.33,65.71,-8.65,Solar Panels,24.2,107.59,Yes,47.12,21059.58,32.48,56.48,Pakistan,65.51
S004458,Industrial Area,221.36,268.27,166.27,68.21,20.35,54.53,558.53,84.86,20.22,,20.36,1435.39,Yes,24.86,27356.46,28.05,204.54,Timor-Leste,178.72
S004459,Suburban,244.7,29.0,132.23,115.12,1.38,65.55,4642.06,62.14,-4.66,Efficient HVAC,29.99,863.86,Yes,38.35,28375.14,5.67,213.9,Singapore,138.44
S004460,Urban,34.6,45.13,29.23,75.62,24.09,86.12,,73.57,17.01,Efficient HVAC,32.73,4028.22,No,30.74,44399.19,36.92,245.5,Nepal,41.53
S004461,Industrial Area,74.61,260.76,124.0,143.4,41.31,20.8,,39.6,6.6,,33.46,1033.75,No,38.54,22269.6,45.01,104.76,Vietnam,120.11
S004462,Urban,225.86,176.42,113.57,65.4,38.97,12.3,2002.12,42.900000000000006,1.37,,30.11,1022.52,No,44.07,24509.36,50.77,233.99,Philippines,153.72
S004463,Rural,81.97,99.33,94.02399999999999,42.165,11.75,23.408,7678.02,33.14,3.97,Smart Thermostats,14.05,218.89,Yes,17.48,37604.59,14.83,106.54,Armenia,73.32
S004464,Rural,5.0,29.508,13.272,15.485,21.56,30.332,9391.5,34.39,1.79,Efficient HVAC,31.37,,No,45.8,29890.88,26.67,120.74,Turkmenistan,15.11
S004465,Industrial Area,117.46,86.92,85.85,123.86,15.31,54.44,1145.58,75.25,11.12,LED Lighting,25.68,710.81,No,13.66,16331.89,45.9,164.05,Pakistan,93.88
S004466,Industrial Area,233.53,76.55,73.18,59.05,4.7,49.23,607.37,48.120000000000005,11.23,Efficient HVAC,8.07,517.72,No,2.55,7994.9,41.61,294.8,Maldives,128.54
S004467,Industrial Area,59.05,112.47,193.7,15.25,35.96,30.98,779.66,72.5,13.62,Solar Panels,31.19,554.32,Yes,44.49,17769.17,10.81,180.9,Turkmenistan,81.84
S004468,Industrial Area,60.79,149.29,46.21,88.98,11.02,52.2,,37.78,5.63,LED Lighting,35.07,1614.03,Yes,37.34,29874.39,5.88,255.65,Mongolia,73.72
S004469,Industrial Area,159.71,119.36,106.85,35.37,4.92,50.04,793.98,83.96,27.18,Solar Panels,36.16,1331.66,No,31.72,23730.05,10.15,199.43,Singapore,110.31
S004470,Rural,5.735,35.466,81.214,27.12,8.15,29.408,6761.69,38.57,9.1,Solar Panels,11.02,155.44,Yes,13.81,44188.76,48.16,106.51,Mongolia,26.57
S004471,Urban,143.69,90.62,113.41,132.04,30.95,44.0,1222.23,75.26,11.39,Solar Panels,29.0,2378.81,No,41.4,36278.85,36.18,91.29,Laos,111.11
S004472,Suburban,184.22,97.0,101.53,106.31,15.08,76.54,6233.14,69.92999999999999,-9.48,Efficient HVAC,26.76,362.76,No,14.46,13128.02,33.63,90.53,India,124.28
S004473,Industrial Area,181.05,164.96,147.16,107.9,14.75,12.68,,49.470000000000006,28.3,LED Lighting,26.58,581.27,No,39.32,46669.4,18.29,215.1,Cambodia,140.38
S004474,Urban,130.78,287.05,41.01,28.03,7.9,34.11,,39.160000000000004,-2.22,,22.3,,Yes,10.15,30771.64,40.68,103.61,Timor-Leste,121.17
S004475,Urban,77.66,323.36,61.58,141.05,0.99,7.28,1791.62,41.2,22.89,Efficient HVAC,23.34,3722.7,Yes,14.76,16201.14,49.41,219.93,Malaysia,119.54
S004476,Rural,94.87,50.91,67.823,30.8,23.77,17.092,8016.01,34.25,30.66,Solar Panels,31.61,185.47,No,39.22,33050.24,20.92,151.16,Japan,64.62
S004477,Industrial Area,132.33,124.93,128.43,6.65,3.81,86.81,1233.75,74.4,34.24,Insulation,33.19,1007.88,Yes,46.76,19005.97,26.08,158.88,Maldives,102.57
S004478,Urban,223.95,117.37,152.7,70.17,8.48,82.57,2875.73,83.41,27.77,Solar Panels,20.41,1492.74,No,13.16,16675.98,7.58,111.22,Mongolia,147.95
S004479,Urban,154.27,73.4,146.28,18.83,27.25,94.28,,54.56,9.95,Solar Panels,13.34,2895.25,No,28.76,6200.75,42.54,127.75,Myanmar,107.65
S004480,Urban,128.6,172.72,177.13,116.5,2.86,28.42,1923.0,64.94,2.54,LED Lighting,11.5,3882.28,Yes,28.58,28127.27,13.82,175.74,Bhutan,125.91
S004481,Suburban,242.09,72.67,192.11,131.7,39.11,48.42,3241.33,50.410000000000004,8.67,Solar Panels,31.65,392.42,No,45.26,25495.88,44.39,278.86,Maldives,159.69
S004482,Rural,88.46,186.972,48.922999999999995,49.035,15.7,3.4240000000000004,8778.45,75.9,2.54,Solar Panels,29.5,268.67,Yes,,25540.06,41.34,166.25,Malaysia,86.76
S004483,Industrial Area,61.73,105.15,109.6,110.25,21.67,87.57,,37.56,22.2,LED Lighting,24.92,1091.22,No,18.72,34651.18,13.24,280.15,Vietnam,79.73
S004484,Urban,100.68,292.04,24.61,115.47,24.93,9.98,2713.56,64.57,29.74,Solar Panels,15.09,1175.27,No,13.64,31556.43,43.13,52.99,Kazakhstan,116.91
S004485,Rural,13.85,74.04599999999999,28.181999999999995,7.455,5.225,7.336,6452.84,61.28,12.9,Efficient HVAC,12.19,134.78,Yes,2.88,44521.28,56.74,233.2,Armenia,26.21
S004486,Rural,111.96,114.654,121.884,72.72,17.48,5.932,9637.46,78.92,13.5,Solar Panels,24.42,114.21,Yes,,21326.45,51.97,271.83,Thailand,95.31
S004487,Industrial Area,124.23,318.85,96.32,130.06,48.29,69.91,,57.660000000000004,34.77,Solar Panels,30.63,560.68,Yes,49.21,26031.06,25.79,111.95,Brunei,149.24
S004488,Rural,112.45,77.928,134.71499999999997,11.69,0.695,7.156000000000001,8387.82,44.08,22.62,Solar Panels,28.8,216.67,Yes,44.16,15817.02,53.29,263.92,Sri Lanka,82.37
S004489,Suburban,201.16,296.99,79.0,28.21,20.46,15.88,3323.52,81.67,27.67,Smart Thermostats,20.15,,Yes,47.1,34269.7,44.27,123.57,Myanmar,157.37
S004490,Suburban,60.81,165.4,58.09,56.94,8.3,31.84,4730.32,61.65,-5.77,Efficient HVAC,11.9,514.61,Yes,14.35,39077.29,11.6,261.27,South Korea,74.23
S004491,Suburban,142.66,205.87,70.79,134.89,18.15,38.69,,63.45,15.55,LED Lighting,31.7,475.74,Yes,46.13,44390.52,53.84,242.69,Yemen,126.09
S004492,Urban,190.19,196.21,110.04,31.62,45.08,56.84,,66.05,11.85,Smart Thermostats,31.69,1252.71,No,36.84,8312.37,43.89,66.11,South Korea,142.34
S004493,Urban,205.05,241.99,127.98,5.17,22.61,38.06,1867.51,75.28999999999999,10.29,LED Lighting,24.45,1564.38,Yes,40.44,9024.35,55.08,168.76,Laos,154.3
S004494,Industrial Area,160.81,16.8,38.27,89.28,5.77,78.63,,87.75999999999999,-6.84,Solar Panels,17.5,857.18,Yes,12.67,44836.49,36.28,66.02,Bhutan,86.86
S004495,Urban,209.3,322.16,87.6,101.96,29.99,54.68,,74.74,23.55,,35.3,2174.71,No,44.46,15804.39,47.55,116.7,Turkmenistan,177.22
S004496,Rural,110.615,205.18200000000002,19.544,45.74,1.105,21.396,,41.36,15.19,Efficient HVAC,32.97,104.09,Yes,30.41,33489.49,42.51,175.03,Malaysia,93.97
S004497,Urban,123.46,142.66,170.25,38.13,35.89,51.28,1524.95,51.03,3.92,Efficient HVAC,26.13,3608.77,Yes,37.2,11141.95,59.87,156.25,Mongolia,113.42
S004498,Industrial Area,146.28,81.41,113.62,71.12,21.59,78.82,,73.08,14.88,Solar Panels,29.25,1624.5,Yes,36.06,6963.19,47.34,183.31,Georgia,105.05
S004499,Rural,106.1,103.014,71.309,56.485,16.565,2.0,5940.94,56.64,-6.1,LED Lighting,31.65,107.97,No,48.76,36259.85,38.55,67.99,Azerbaijan,81.14
S004500,Urban,88.49,13.67,32.45,45.66,47.24,73.53,2414.51,33.12,28.03,Solar Panels,21.84,4968.15,Yes,37.01,32487.84,30.82,189.95,Timor-Leste,55.96
S004501,Rural,23.495,152.928,29.764,10.815,1.28,32.64,5625.89,64.3,-1.8,,22.25,135.15,Yes,25.24,17440.65,21.47,237.6,India,47.29
S004502,Industrial Area,130.55,98.97,106.08,73.54,40.44,32.05,1499.48,34.55,2.59,Efficient HVAC,21.36,1990.84,Yes,20.63,30601.74,52.48,101.55,Uzbekistan,100.93
S004503,Urban,164.28,140.7,154.84,30.64,18.62,91.36,2473.35,81.6,-1.04,Efficient HVAC,15.81,,No,22.41,31336.98,5.56,131.34,Turkmenistan,126.57
S004504,Suburban,39.54,83.36,168.55,89.26,19.93,33.55,6478.87,72.1,4.42,Solar Panels,30.13,705.76,Yes,31.91,28268.13,10.7,132.43,Bhutan,70.37
S004505,Suburban,23.05,255.07,22.55,127.42,19.2,48.99,4605.29,40.43,3.14,Solar Panels,5.64,497.03,Yes,0.65,37502.55,39.33,73.78,Turkmenistan,80.73
S004506,Urban,196.81,289.57,181.49,98.66,23.33,60.81,,54.54,10.99,,36.67,,No,48.6,40031.64,32.93,233.97,Indonesia,179.1
S004507,Urban,216.77,238.7,194.91,144.34,34.64,65.84,,62.580000000000005,29.26,,11.06,2745.13,Yes,9.96,47511.86,16.81,249.36,Laos,184.87
S004508,Rural,16.165,27.732,85.35799999999999,28.44,20.92,15.404,8564.24,56.64,30.45,Solar Panels,10.11,52.01,No,27.91,43427.09,32.35,99.77,Bangladesh,30.52
S004509,Urban,241.92,256.01,82.21,56.71,36.28,32.55,686.35,57.730000000000004,22.07,Solar Panels,13.81,3938.29,No,17.68,35433.56,53.54,63.73,Armenia,171.23
S004510,Rural,70.585,95.838,62.943999999999996,53.81,23.3,33.272000000000006,,54.78,14.69,Efficient HVAC,19.9,163.93,Yes,24.59,19842.63,27.67,185.26,Kyrgyzstan,66.22
S004511,Suburban,218.99,287.85,96.97,147.83,17.55,90.58,4767.47,72.19999999999999,17.75,,13.11,323.93,Yes,3.69,5092.55,9.96,163.54,Azerbaijan,180.78
S004512,Rural,111.745,37.788,27.383999999999997,35.955,19.59,14.208000000000002,,53.34,6.06,LED Lighting,25.05,205.84,No,20.66,17438.68,17.02,118.95,Turkmenistan,62.63
S004513,Industrial Area,248.2,171.92,34.23,134.23,45.97,64.7,995.91,39.660000000000004,3.65,Solar Panels,10.31,1861.27,No,18.73,11326.46,40.29,151.67,Kazakhstan,160.05
S004514,Rural,41.255,26.813999999999997,10.0,34.41,17.365,33.936,9438.72,37.84,-3.62,Solar Panels,16.49,59.22,Yes,11.45,10979.38,54.27,99.07,Georgia,30.24
S004515,Industrial Area,53.73,66.48,74.88,107.22,37.92,66.77,731.04,48.69,-8.07,LED Lighting,16.81,1011.51,Yes,12.78,34912.7,10.61,54.16,Bangladesh,63.87
S004516,Industrial Area,88.32,331.33,76.52,9.61,40.22,60.23,617.98,54.25,26.69,Solar Panels,10.93,1521.89,No,,40920.31,39.8,121.66,Kyrgyzstan,121.07
S004517,Industrial Area,65.44,347.34,29.79,89.31,40.95,19.69,824.34,39.85,-0.93,Solar Panels,24.38,,No,22.83,28726.27,34.84,217.37,Maldives,114.12
S004518,Urban,108.68,200.5,104.55,88.4,2.79,63.12,2547.3,62.510000000000005,20.98,Smart Thermostats,38.69,3727.71,Yes,32.02,8037.1,29.15,154.83,Afghanistan,111.53
S004519,Suburban,30.52,297.23,144.88,63.83,30.59,8.21,,39.59,2.9,Efficient HVAC,13.41,874.91,No,1.45,5670.82,25.36,191.69,Mongolia,103.24
S004520,Industrial Area,85.82,72.45,83.14,42.83,24.79,2.6,1411.4,46.02,-8.68,Efficient HVAC,35.6,1186.2,No,46.49,39835.09,49.61,204.02,Laos,68.18
S004521,Industrial Area,198.82,213.89,30.34,52.48,1.48,32.74,1184.69,43.190000000000005,30.8,Solar Panels,13.94,,No,20.77,41657.87,48.33,288.36,Thailand,133.89
S004522,Industrial Area,49.55,196.11,179.31,22.43,31.99,23.63,,68.47,-2.0,Efficient HVAC,25.91,537.15,Yes,20.79,29718.33,34.95,184.78,Bangladesh,92.56
S004523,Industrial Area,9.43,171.95,38.71,16.61,17.37,39.1,,34.94,17.88,Solar Panels,37.46,1565.04,Yes,45.09,9612.17,57.72,257.63,Laos,49.32
S004524,Suburban,198.73,139.56,115.34,82.73,35.55,68.82,6653.07,47.830000000000005,32.72,Efficient HVAC,12.67,535.13,Yes,16.45,32175.27,21.36,96.38,Malaysia,139.97
S004525,Urban,75.98,285.18,181.57,48.79,49.69,74.24,757.3,66.85,12.59,Solar Panels,24.8,3203.52,Yes,35.02,33373.86,39.23,285.93,Armenia,128.22
S004526,Rural,99.18,183.72599999999997,74.05999999999999,22.045,14.355,6.08,,61.35,10.59,LED Lighting,5.17,183.22,Yes,9.96,13904.14,53.88,197.59,Thailand,91.47
S004527,Industrial Area,7.59,224.85,37.71,116.65,20.6,94.71,581.8,70.4,-8.28,Solar Panels,14.57,,No,,32601.03,44.43,67.19,Indonesia,72.12
S004528,Rural,15.12,29.49,114.863,49.13,21.58,20.004,8434.0,65.43,2.32,LED Lighting,25.14,,Yes,30.52,48701.54,5.75,59.24,Azerbaijan,37.25
S004529,Urban,17.16,80.92,35.86,83.63,42.3,73.52,1133.66,31.59,11.7,Insulation,39.59,1042.38,No,46.4,44925.54,40.65,172.99,Azerbaijan,44.7
S004530,Urban,30.97,100.11,92.29,119.49,14.62,10.47,800.38,63.98,-8.95,,11.11,4611.57,Yes,25.54,36209.52,48.4,189.02,China,60.19
S004531,Rural,12.74,96.228,82.985,43.315,5.065,12.540000000000001,,64.65,-4.91,LED Lighting,19.46,205.95,No,24.57,43374.66,45.93,224.19,Georgia,42.25
S004532,Industrial Area,162.75,27.34,22.47,103.63,4.6,58.26,1479.11,85.92,28.58,Smart Thermostats,11.32,946.7,No,11.01,28015.99,55.72,169.97,Malaysia,87.67
S004533,Industrial Area,16.26,169.08,116.56,137.93,29.22,55.45,1291.5,71.49,3.53,Efficient HVAC,24.09,1045.82,No,34.75,19414.35,6.3,177.65,Mongolia,77.29
S004534,Urban,114.73,342.98,26.57,91.02,19.66,4.57,,84.6,-5.07,Efficient HVAC,26.72,3960.04,Yes,,21360.62,30.59,151.24,Azerbaijan,129.77
S004535,Industrial Area,31.76,191.79,131.07,62.48,4.21,50.01,1299.15,71.26,10.07,Efficient HVAC,19.32,865.97,Yes,28.86,42695.93,5.08,137.19,Afghanistan,79.89
S004536,Industrial Area,92.69,129.17,34.76,20.22,15.79,68.24,973.02,74.68,-3.78,Efficient HVAC,10.94,1605.3,No,8.4,27071.43,41.52,234.84,Uzbekistan,75.14
S004537,Urban,121.06,152.66,10.99,106.09,13.53,52.27,1496.18,58.36,9.57,Solar Panels,27.58,,No,,30146.45,27.47,242.06,Brunei,95.18
S004538,Urban,47.51,81.7,57.39,89.62,27.43,44.25,2979.39,33.16,17.24,LED Lighting,17.24,1177.56,Yes,22.53,8842.71,54.27,58.0,Uzbekistan,57.87
S004539,Urban,228.6,65.79,119.19,126.67,32.74,94.33,1078.3,55.580000000000005,33.41,LED Lighting,27.18,4077.15,No,21.9,11602.06,16.21,85.63,Pakistan,143.13
S004540,Suburban,214.75,347.07,132.78,66.76,1.96,91.52,,48.150000000000006,9.51,,5.36,404.52,Yes,,26660.56,16.17,164.87,Azerbaijan,186.68
S004541,Rural,50.875,98.34599999999999,59.598,57.975,8.69,22.632,8663.86,66.12,22.04,LED Lighting,10.57,130.96,Yes,20.29,34119.41,36.47,231.04,Pakistan,56.76
S004542,Rural,104.26,75.87599999999999,10.0,72.37,12.815,15.164,,46.24,14.93,Solar Panels,39.82,284.69,Yes,42.66,18285.35,44.28,155.74,Thailand,67.66
S004543,Rural,66.06,53.016,32.725,7.47,11.765,2.0,,33.16,5.58,Solar Panels,16.99,268.83,No,22.66,21078.04,39.07,188.52,Brunei,43.96
S004544,Urban,219.08,72.6,185.33,109.98,47.64,57.44,1995.22,76.78,5.13,,29.66,2775.38,Yes,15.46,35814.8,11.99,184.35,Tajikistan,148.59
S004545,Rural,71.17,108.71999999999998,75.53,37.94,15.305,31.400000000000002,9228.66,30.3,14.68,Smart Thermostats,11.41,229.08,No,1.55,44475.36,27.09,290.42,Indonesia,68.44
S004546,Industrial Area,30.34,320.98,143.3,116.38,28.96,75.6,882.6,86.86999999999999,14.34,Smart Thermostats,10.58,1135.81,No,4.07,21443.9,14.67,121.31,Timor-Leste,116.14
S004547,Rural,102.185,162.65399999999997,10.0,25.04,21.995,17.564,7802.2,36.99,30.78,Solar Panels,27.28,93.41,No,25.24,48206.98,46.06,189.21,Vietnam,80.49
S004548,Rural,120.32,176.838,113.42799999999998,13.23,21.985,17.352,8719.35,79.06,19.05,Solar Panels,11.09,132.04,Yes,,46360.26,9.5,144.45,Bangladesh,104.9
S004549,Industrial Area,100.88,17.83,173.64,147.48,40.05,34.79,,56.18,27.84,,17.44,1068.69,No,16.42,40929.57,47.58,195.6,Nepal,90.46
S004550,Rural,59.52,189.792,111.447,5.0,15.59,27.92,,79.06,21.7,Efficient HVAC,15.06,279.21,Yes,20.19,42065.61,45.64,251.72,Myanmar,81.94
S004551,Industrial Area,19.45,19.03,65.65,71.18,6.09,15.15,1273.54,46.46,8.55,,11.06,1448.42,Yes,19.31,19410.87,52.58,185.45,Afghanistan,29.92
S004552,Rural,59.34,182.196,65.604,54.41,19.6,37.228,,58.14,33.99,LED Lighting,15.14,94.85,Yes,16.53,22578.31,41.62,57.11,Laos,79.28
S004553,Rural,98.31,198.498,127.64499999999998,67.41,14.835,6.368,8931.29,58.97,26.0,,19.36,143.95,Yes,11.91,12066.17,22.7,106.17,Vietnam,106.71
S004554,Suburban,195.38,42.46,179.47,142.44,19.81,56.44,,53.760000000000005,-5.3,LED Lighting,12.3,499.45,Yes,14.79,9585.44,24.23,124.2,Japan,132.61
S004555,Suburban,27.57,305.28,26.38,77.11,32.28,99.6,3526.7,76.96,0.64,Solar Panels,25.29,855.23,No,48.49,38329.86,28.94,124.05,Japan,91.96
S004556,Rural,77.735,140.55599999999998,102.529,68.99,8.32,38.144,8029.06,46.07,10.55,LED Lighting,21.79,251.67,Yes,28.47,14155.19,20.05,201.58,South Korea,84.22
S004557,Urban,240.13,348.27,106.55,22.04,27.73,23.0,,38.65,4.51,,7.98,,Yes,,18721.71,40.51,229.92,Bangladesh,187.82
S004558,Suburban,116.9,308.03,86.32,81.26,26.73,77.07,5083.74,80.53,14.08,Efficient HVAC,29.17,652.29,No,26.58,24250.11,18.78,282.38,Myanmar,135.97
S004559,Industrial Area,39.03,304.31,74.22,101.18,31.14,55.43,527.06,53.96,23.86,Efficient HVAC,39.28,1269.32,Yes,33.16,12318.37,6.13,233.06,South Korea,103.61
S004560,Industrial Area,139.92,303.79,166.31,105.12,20.13,98.15,1248.24,40.74,11.39,Efficient HVAC,13.08,,No,13.07,49184.41,33.95,151.33,Japan,159.11
S004561,Industrial Area,236.95,48.06,128.07,22.97,32.79,68.92,1038.86,51.190000000000005,-0.3,LED Lighting,32.64,,No,43.76,6562.72,41.61,113.48,Malaysia,132.62
S004562,Rural,46.955,192.492,53.480000000000004,68.625,13.63,28.536,8445.63,79.16,-3.41,,10.13,130.65,No,8.81,7535.9,5.89,101.68,Nepal,74.95
S004563,Industrial Area,13.61,213.1,87.68,8.33,12.58,98.11,787.86,85.11,9.74,Solar Panels,26.75,1987.03,Yes,34.58,45636.57,55.93,111.09,Georgia,68.21
S004564,Urban,8.01,49.43,55.46,105.53,37.81,46.16,807.0,61.09,-7.86,Efficient HVAC,23.8,2078.58,Yes,39.33,16059.29,34.06,83.73,India,38.05
S004565,Industrial Area,247.58,338.48,50.37,77.27,11.34,13.61,,44.28,32.49,,10.87,1061.07,Yes,4.73,13991.54,55.32,226.39,China,183.82
S004566,Rural,98.015,67.17,139.489,66.7,8.3,24.384,,53.21,22.59,Efficient HVAC,11.94,105.14,No,7.27,20239.43,21.57,210.17,Japan,82.28
S004567,Suburban,138.39,11.2,22.48,49.66,34.43,58.46,3004.31,78.88,-8.13,Efficient HVAC,13.45,642.65,No,2.75,47795.68,50.33,106.43,Cambodia,72.3
S004568,Urban,25.4,38.93,185.43,138.06,22.86,86.22,2635.44,63.09,18.78,LED Lighting,21.34,1260.67,No,31.6,26174.25,29.85,179.65,Azerbaijan,66.16
S004569,Rural,107.745,155.58599999999998,68.411,58.0,12.735,21.448,6445.83,53.88,23.34,Efficient HVAC,16.25,98.78,No,12.65,21310.74,23.81,232.45,India,92.62
S004570,Industrial Area,208.56,64.05,120.75,81.59,41.14,59.76,652.99,62.77,9.23,Solar Panels,37.12,1225.68,Yes,,18580.18,35.3,112.1,Thailand,129.61
S004571,Suburban,203.95,224.46,162.77,93.4,36.46,78.6,,40.440000000000005,-5.87,Smart Thermostats,27.13,951.84,Yes,12.75,11507.46,38.16,184.93,Malaysia,167.8
S004572,Urban,152.62,259.39,43.67,95.77,18.76,15.98,,38.910000000000004,-7.56,Insulation,27.63,2692.06,No,38.3,41401.22,26.73,110.13,Bhutan,131.73
S004573,Rural,55.85,184.218,122.74499999999999,49.025,0.5,25.028000000000002,8862.9,36.58,4.33,Efficient HVAC,28.61,126.53,Yes,,48680.19,26.58,278.95,Brunei,83.8
S004574,Suburban,59.1,118.81,136.53,146.35,22.21,8.82,5689.82,41.16,6.88,Solar Panels,15.57,865.51,Yes,27.8,30678.33,53.61,110.06,Uzbekistan,85.18
